STATE,BLOODBANKS.NO,BLOODBANK_DETAILS,,,
TELANGANA,85,"Mamata    General    Hospital    Blood    Bank,        5-7-2000,
Pakabanda Area, Giriprasad Nagar, Khammam",,,
TELANGANA,86,"Medicity  Hospital  Blood  Bank,  Ghanpur  Village,Hospital
Building, Ground Floor, Medchal Mandal RR Dist.",,,
TELANGANA,87,"Military   Hospital   Blood   Bank,   Building   No.   E-110,
Golconda, Hyderabad-500 008,",,,
TELANGANA,88,"Military Hospital  Blood  Bank,  Military Hospital  Premises,
Trimulghery, Secunderabad-15,",,,
TELANGANA,89,"MNJ   Institute  of  Oncology  &  Regional   Cancer  Centre Blood   Bank,   Ground   Floor,   Lakdikapool,   Red   Hills,
Hyderabad-4,",,,
TELANGANA,90,"MNR  Medical  College  &  Hospital  Blood  Bank,  Cellar
Portion, Pasalwadi, Narsapoor Road, Sanga Reddy, Medak",,,
TELANGANA,91,"Mother  Violuntary  blood  Bank,  (MAS),  D.No.  11-26-231,
1st floor, opp. MGM Hospital, Warangal",,,
TELANGANA,92,"Mythri   Charitable   Trust   Blood   Bank   and   Transfusion Centre, D.No. 3-4-808, First Floor, Barkatpura, Hyderabad-
27,",,,
TELANGANA,93,"Narayana   Hrudayalaya   Hospital   Pvt.   Ltd,   #   1-1-216,
Suraram 'X' Road, Jeedimetla, Hyderabad- 500 055",,,
TELANGANA,94,"Nelavelly  Blood  Bank  (A  unit  of  Nelavelly  Laxma  Rao Social  Service  Charitable  Trust),  House  No.  7-1-236,  1st
Floor,      Santoshnagar,      Dharmapuri      Road,      Jagityal, karimnagar",,,
TELANGANA,95,"New  Life  Hospital  Blood  Bank,  16-6-104  to  109,  Kamal
Theater Complex, Charghat,  Hyderabad-500 024",,,
TELANGANA,96,"Niloufer Hospital Blood Bank, 1st Floor, Niloufer Hospital
for Women & Children, Red Hills,",,,
TELANGANA,97,"Nizam's Institute of Medical Sciences Hospital Blood Bank, First Floor, Panjagutta, Hyderabad-82",,,
TELANGANA,98,"Osmania General Hospital Blood Bank, Quali Qutub Shew
Buliding, 2nd Floor Afjalgunj",,,
TELANGANA,99,"Owaisi  Hospital and Research Centre Blood Bank,  Nawab
Luffud  Dowli  Palace,  Near  DXRL X  Road,  Kanchanbagh, Hyd-58,",,,
TELANGANA,100,"Path Care Labs Pvt. Ltd Cord Blood Bank, survey No. 34, Opp  Geetanjali  Engg.  College,  Cheeryal(v),  Keesara(M),
R.R (Dist)-501 301",,,
TELANGANA,101,"Perali Narasimha Memorial Trust of Blood Bank, H.No. 5-
7-71, Khaleelwadi, Nizamabad.",,,
TELANGANA,102,"Poulomi  Hospitals  Pvt.  Ltd.Blood  Bank,  Plot  #  A2,  B-17, 4th  Floor,  Rukminipuri,  Opp.  Sainikpuri  Petrol  Pump,  AS
Rao Nagar, Secunderabad 500 062.",,,
TELANGANA,103,"Prathima  Institute  of  Medical  Sciences  Blood  Bank,  First
Floor, Hospital Building, Nagunur Village, Karimnagar",,,
TELANGANA,104,"Premier   Hospital   Blood   Bank,   12-2-718,   Gudimalkapur
Road, Nanal Nagar 'X' Roads, Mehdipatnam, Hyderabad-28",,,
TELANGANA,105,"Prime  Hospital  Blood  Bank,  Plot  No.  4,  Mythri  Vihar,
Behind Maitrivanam Building, Ameerpet, Hyderabad-38,",,,
TELANGANA,106,"Princess  ESRA  Hospital  Blood  Bank,  Deccan  College  of
Medical Sciences, 23-2-665, Shak Ali Banda,  Hyderabad",,,
TELANGANA,107,"Rajiv Gandhi Institute of Medical Sciences Blood Bank, 1st Floor    ,Government    District    Head    Quarters    Hospital
Premises,Adilabad-1",,,
TELANGANA,108,"Rajyalakshmi  Charitable  Trust  Blood  Bank,     D.No.  18- 77/78, 1st Floor, Street No. 3, Kamalanagar, Chaitanyapuri,
Dilsukhnagar,",,,
TELANGANA,109,"Rakshita   Voluntary  Blood   Bank,     #5-1-931,   1st   Floor,
Jambagh, Putli Bowli, Hyderabad.",,,
TELANGANA,110,"Red  Cross  Blood  Bank  of  Indian  Red  Cross  Society  AP
State Branch, D.No. 1-2-310, Vidya Nagar, Hyd-44,",,,
TELANGANA,111,"Rudhira  Health  Organisation,  H.No.  11-4-25/A,  Ist  Floor,
Anasuya Srirangam complex, Wyra Road, Khammam",,,
TELANGANA,112,"Rudhira Voluntary blood Bank, D.No. 3-6-10/A, First Floor, Anasuya       Commercial       Complex,       Liberty       Road,
Himayatnagar,",,,
TELANGANA,113,"S.B.Voluntary   Blood   Bank,   H,No-5-6-812,   3rd   floor,
Amrutha  lakshmi  Hospital,  Opp.Rajiv  Gandhi  Auditorium, Nizamabad",,,
TELANGANA,114,"S.S.   Blood   Bank,   #   11-2-51,   1st   Floor,   Balaji   Nagar,
Opposite CPM Office, Khammam",,,
TELANGANA,115,"Sai  Vani  Hospital  Blood  Bank,  D.  No.  1-2-365/36/6  &  7,
6th   Floor,   Ramakrishna   Math   Road,   Opp.   Indira  Park, Domalguda, Hyd-29.",,,
TELANGANA,116,"Sanjeevini   Blood   Bank,     H.No.   1-1-79/A,   Adjacent   to
Nivedita Orthopaedic Centre,  Bhagyanagar Complex, RTC Cross Roads, Hyderabad.",,,
TELANGANA,117,"Sarala Blood Bank, (A Unit of Sarala Memorial Charitable Trust),   No.5-13-7,  2ND  Floor,  MG  Road,  Kothaguadam,
Khammam",,,
TELANGANA,118,"Sathya  Nursing Home Blood  Bank  (Satya Kidney Centre),
D.No.  3-6-426,  First  Floor,  Street  No.  4,  Himayatnagar, Hyderabad-29,",,,
TELANGANA,119,"Seha Blood Bank of Seha Medical Pvt. Ltd., D.No. 6-2-1/A- 11,  Seha  Hospital,  First  Floor,  View  Towers,  Lakdikapul,
Hyd-4,",,,
TELANGANA,120,"Shadan Institute of Medical Sciences, Teaching Hospital & Research  Centre  Blood  Bank,  Peerancheru,  Himayatsagar
Road, Hyd-8,",,,
TELANGANA,121,"Share Medical Care- Mediciti Hospital Blood Bank, D.No. 5-9-22,  1st  Floor,  Flat  No.103,Sarovar,  Secretariat  Road,
Hyd.",,,
TELANGANA,122,"Singareni   Collieries   Company   limited,   Area   Hospital,
Bhupalpalli-506 168, Warangal Dist",,,
TELANGANA,123,"Siva  Multy  Speciality  Hospital,  H.  No.  11-2-44,  Balaji
Nagar, Wyra Road, khammam 507001",,,
TELANGANA,124,"South  Central  Railway  Hospital  Blood  Bank,  First  Floor,
Lalaguda, Secunderabad 500 012,",,,
TELANGANA,125,"Sri  Balaji  Blood  Bank,  #16-8-923,  Nalgonda  X  Roads,
Malakpet, Hyderabad",,,
TELANGANA,126,"Sri  Kanaka  Durga  Kidney  Centre  and  Poly  Clinic  Blood
Bank, D.No. 11-2-29/2, Wyra Road, Khammam-507 001",,,
TELANGANA,127,"Sri   Laxmi   Blood   Bank,   No.   4-5-29/5,   Sai   Maternity
Hospital, Near Railway Gate, Bhokthapur, Adilabad",,,
TELANGANA,128,"Sri  Sai  Kidney  Center  Blood  Bank,  Ameerpet,  Near  Lal
buungalow, Hyderabad, Ranga Reddy Dist..",,,
TELANGANA,129,"Sridevi  Charitable  trust  Blood  Bank,  No-12-13-197,  Flat
No-   106   &   107,   Street   No-1,   Opp.   :HUDA,   tarnaka, Secunderabad",,,
TELANGANA,130,"St.  Ann's  Hospital  Blood  Bank,  H.No.  24-7-5,  1st  Floor,
Fatima   Nagar,   ST.   Ann's   Hospital   Quarters,   Kazipet, Warangal",,,
TELANGANA,131,"St.    Therasas    Hospital    Blood    Bank,    Ground    Floor,
St.Therasa's Hospital Premises, Sanathnagar,",,,
TELANGANA,132,"Star Hospital Blood Bank (A Unit of Unimed Health Care Pvt.   Ltd.),   6th   Floor,   H.No.   8-2-596/5,   Road   No.   10,
Banjara Hills, Hyderabad - 500 034.",,,
TELANGANA,133,"Sun Shine Blood Bank, #1-7-201 to 205, P.G. Road, Beside
Paradise Hotel, Secunderabad",,,
TELANGANA,134,"SVS   Medical   College   Hospital   Blood   Bank   of   SVS
Educational   Society,   First   Floor,   P.   G.   Girls   Hostel Building, Yenukonda, Mahaboobnagar-509 002",,,
TELANGANA,135,"Thalassemia and Sickle Cell Society Blood Bank, D.No. 22-
8-496  to  501,  Chattabazar,  Near  city  Civil  Ciurt,    Purani Haveli, Hyderabad",,,
TELANGANA,136,"The  Singareni  Collieries  Co.  Ltd.  Area  Hospital  Blood
Bank, Area Hospital Premises, Mangunur, Khammam",,,
TELANGANA,137,"The  Singareni  Collieries  Co.  Ltd.  Area  Hospital  Blood Bank, Area Hospital Premises, Singareni Collieries Rly.Stn,
(S.C. Rly), Yellandu, Khammam.",,,
TELANGANA,138,"The  Singareni  Collieries  Co.  Ltd.  Main  Hospital  Blood Bank,   Singareni   Collieries   Co.   Ltd.   Hospital   Premises,
Kothagudam, Khammam",,,
TELANGANA,139,"The  Singareni  Collieries  Co.  Ltd.,  Area  Hospital  Blood
Bank, Area Hospital Premises, Bellampalli, Adilabad",,,
TELANGANA,140,"The  Singareni  Collieries  Co.  Ltd.,  Area  Hospital  Blood Bank,     Area     Hospital     Premises,     Ramakrishnapuram,
Adilabad",,,
TELANGANA,141,"The  Singareni  Collieries  Company  Limited,  Area  Hospital
Blood Bank, Godavarikhani, Karimnagar",,,
TELANGANA,142,"TRR General Hospital Blood Bank, TRR Nagar, Inole (V),
Patancheru (M), Medak dist., 502 319.",,,
TELANGANA,143,"Usha Mullapudi Cardiac Centre Blood Bank, Level 2, West Wing,  Gajularamaram  Village,  Qutubullapur  Municipality.
RR Dist.",,,
TELANGANA,144,"V.R.K  Educational  Society  Blood  Bank,   Sy.  No.  176/38,
Aziz nagar(V), Moinabad Mandal.",,,
TELANGANA,145,"Vivekananda  Environmental   International  Society  Social Service Blood Bank, D.No. 9-1-127/1/D/1/1, 1st Floor, Adj. to Madhava Nursing Home, Opp. St.Mary's Church, 43 SD
Rd., Secunderabad",,,
TELANGANA,146,"Vivekananda  Environmental   International  Society  Social Service    Blood    Bank,    H.No.    12-2-790/153/1,    Kings
Furniture Lane, Ayodhya Nagar, Mehidipatnam, Hyd-28,",,,
TELANGANA,147,"VT Thakur Memorial Rotary Blood Bank, H.No. 1-4-31/1, Batkamma Kunta, Kamareddy (Town & Mandal), 503 111,
Nizamabad",,,
TELANGANA,148,"Warangal Institute of Medical Sciences Blood Bank,   D.No. 7/45/7,   Rangasaipet,   Thimmapur   Village,   Hunter   Road,
Warangal",,,
TELANGANA,149,"Yashoda   Hospital   Blood   Bank,   D.No.   16-10-30/3,   2nd
Floor, Nalgonda X Road, Malakpet, Hyderabad-36,",,,
TELANGANA,150,"Yashoda Hospitals Blood Bank, 9th Floor, No. 1-1-156/157,
Alexander Road, Secunderabad-3,.",,,
TELANGANA,151,"Yashoda Super Speciality Hospital Blood Bank, D.No. 6-3-
903/A/4/F-3, Shirdi Apartments, Somajiguda, Hyderabad.",,,
TRIPURA,1,"M/s Blood Bank, G.B.P. Hospital situated at Agartala, Dist.-
West Tripura, Pin-799006, Tripura",,,
TRIPURA,2,M/s  Indira Gandhi Memorial (I.G.M) Hospital BB,,,
TRIPURA,3,"M/s  Society for  Tripura  Medical  College  &  Dr.  B.R.A.M.
Teaching Hospital, Hapania, Tripura.",,,
TRIPURA,4,"M/s  Bimal Singha Memorial Hospital, Kamalpur, Dhalai",,,
TRIPURA,5,"M/s  Blood  Bank,  R.G.M.  Hospital,  situated  at  Kailashahar Sub-Divisional Hospital,   P.O.- Kailashahar, North Tripura,
Pin-799277",,,
TRIPURA,6,"M/s      Blood      Bank,      Dharmanagar      Sub-Divisional Hospital,Dharmanagar, Tripura North",,,
TRIPURA,7,M/s Tripura Sundari District Hospital blood bank,,,
TRIPURA,8,"M/s  ILS  Hospital,  Prop.  GPT  Healthcare  Pvt.  Ltd.     of
Capital Complex, P.O. Kunjaban, Agartala-799006",,,
UTTAR PRADESH,1,"Mariyampur Hospital & Blood Bank, Shastri Nagar, Kanpur",,,
UTTAR PRADESH,2,"Modern Pathology & Blood Bank, SA-96, Shastri Nagar,
Ghaziabad.",,,
UTTAR PRADESH,3,"Blood Bank, Kailash Hospital & Heart Institute (A unit of Kailash Healthcare Limited) H-33, Sector-27, Noida, Gautam Budh Nagar-201301 ( Uttar Pradesh)  Name changed",,,
UTTAR PRADESH,4,"Tarawati Nursing Home  Pvt. Ltd., Blood Bank, Bajoria
Road, Saharanpur",,,
UTTAR PRADESH,5,"Wadhwa Blood Bank, Chattari Compound, Teachers
Colony Road, near Lala Ka Chaurah Bulandshahar-203001.",,,
UTTAR PRADESH,6,"Life Line Blood Bank, B-1, Sarvoday Nagar, Kanpur",,,
UTTAR PRADESH,7,"Blood Bank, Regency Hospital Ltd., A-2, Sarvodaya Nagar,
Kanpur",,,
UTTAR PRADESH,8,"Indira Diagnostic & Blood Bank Ltd., Sanjay Gandhi
Puram, Faizabad Road, Lucknow.",,,
UTTAR PRADESH,9,"Sant Diagnostic Centre & Blood Bank, Jhansi.",,,
UTTAR PRADESH,10,"Blood Bank, SGPGI (Sanjay Gandhi Post-Graduate
Institute), Lucknow.",,,
UTTAR PRADESH,11,"State Blood Bank, KGMC, Lucknow (Sh. Chattrapati
Shivaji Maharaj Chikitsalaya University, Lucknow).",,,
UTTAR PRADESH,12,"Pt. Din Dayal Uppadhaya Combined Distt. Hospital,
Moradabad.",,,
UTTAR PRADESH,13,"Blood Bank, S.R.N. Hospital,  M.L. N. Medical College,
Allahabad",,,
UTTAR PRADESH,14,"Blood Bank, Balrampur Hospital, Lucknow.",,,
UTTAR PRADESH,15,"Blood Bank, GSVM, Medical College, Kanpur.",,,
UTTAR PRADESH,16,"Blood Bank, MLB Medical College & Hospital, Jhansi",,,
UTTAR PRADESH,17,"Blood Bank, Distt. Hospital, Uria (Jalaun).",,,
UTTAR PRADESH,18,"Blood Bank, Distt. Hospital, Pilibhit",,,
UTTAR PRADESH,19,"Blood Bank,  Narendra Mohan Hospital & Research Centre,
Mohan Nagar,  Ghaziabad",,,
UTTAR PRADESH,20,"Blood Bank, Malkhan Singh, Distt. Hospital,  Aligarh",,,
UTTAR PRADESH,21,"Blood Bank, Sri Shiv Prasad Gupta (SSPG) Hospital,
Varanasi.",,,
UTTAR PRADESH,22,"Blood Bank, Heritage Hospital, Varanasi.",,,
UTTAR PRADESH,23,"Blood Bank, Command Hospital, Central Command,
Lucknow.",,,
UTTAR PRADESH,24,"Blood Bank, Military Hospital, Bareilly.",,,
UTTAR PRADESH,25,"Blood Bank, Military Hospital, Blood Bank, Agra.",,,
UTTAR PRADESH,26,"Blood Bank, Military Hospital, Meerut.",,,
UTTAR PRADESH,27,"Blood Bank, Distt., Hospital, Raebareli",,,
UTTAR PRADESH,28,"Blood Bank, P.L. Sharma, Distt. Hospital, Ahmad Road, Meerut.",,,
UTTAR PRADESH,29,"Sanjeevani Blood Bank, Ashok Nagar, Kanpur.",,,
UTTAR PRADESH,30,"Har Prasad Blood Bank, Near D.S. Inter College, Aligarh",,,
UTTAR PRADESH,31,"Lions Vishal Blood Bank, (Indian Medical Association),
Varanasi.",,,
UTTAR PRADESH,32,"Jawahar Pathology & Blood Bank, s-8/457-A, Pandeypur,
Varanasi.",,,
UTTAR PRADESH,33,"Blood Bank, Vivekanand Hospital & Research Center,
Moradabad.",,,
UTTAR PRADESH,34,"Blood Bank, J.N. Medical College, AMU, Aligarh",,,
UTTAR PRADESH,35,"Blood Bank, Dr. Shyama Prasad Mukharjee, Civil Hospital,
Lucknow.",,,
UTTAR PRADESH,36,"Samarpan Blood Bank, 1/115 A , Kale Ka Tal, Delhi Gate,
Agra.",,,
UTTAR PRADESH,37,"Blood Bank, Asopa Hosptial Pvt. Ltd., Gailane Road, By
Pass, Agra.",,,
UTTAR PRADESH,38,"Blood Bank, Distt. Hospital, Agra.",,,
UTTAR PRADESH,39,"Blood Bank, Distt. Hospital, Faizabad.",,,
UTTAR PRADESH,40,"Blood Bank, Babu Banarasi Das, Distt. Hospital,
Bulandshahar.",,,
UTTAR PRADESH,41,"Blood Bank, Distt. Hospital, Bijnor.",,,
UTTAR PRADESH,42,"Blood Bank, Distt. Hospital, Mirzapur.",,,
UTTAR PRADESH,43,"Blood Bank, Dr. Bhimrao Ambedkar Combined Hospital
(Distt. Hospital),  Etawah",,,
UTTAR PRADESH,44,"Sneh Pathology X-ray & Blood Bank, 133/10, O-Block,
Kidwai Nagar, Kanpur",,,
UTTAR PRADESH,45,"Blood Bank, SBD, Distt. Hospital, Saharanpur",,,
UTTAR PRADESH,46,"Blood Bank, Sanjay Gandhi Hospital, Amethi, Sultanpur.",,,
UTTAR PRADESH,47,"Blood Bank, Distt. Hospital, Mathura.",,,
UTTAR PRADESH,48,"Blood Bank, Distt. Hospital, Hamirpur",,,
UTTAR PRADESH,49,"Blood Bank, Distt. Hospital, Muzaffarnagar.",,,
UTTAR PRADESH,50,"Blood Bank, Distt. Hospital, Mainpuri.",,,
UTTAR PRADESH,51,"Blood Bank, Dr. Ram Manohar Lohiya Joint Hospital,
Fatehgarh, Distt. Farrukhabad",,,
UTTAR PRADESH,52,"Blood Bank, Distt. Hospital, Pratapgarh",,,
UTTAR PRADESH,53,"Blood Bank, Distt. Hospital, Jhansi.",,,
UTTAR PRADESH,54,"Blood Bank, Military Hospital, Allahabad",,,
UTTAR PRADESH,55,"Blood Bank, Distt Hospital, Hardoi",,,
UTTAR PRADESH,56,"Blood Bank, UHM, Distt. Hospital, Kanpur.",,,
UTTAR PRADESH,57,"Blood Bank, SNM, Distt. Hospital, Firozabad.",,,
UTTAR PRADESH,58,"Blood Bank, St. Judes Hospital,  Sipri, Jhansi.",,,
UTTAR PRADESH,59,"Blood Bank, Sunder Lal Hospital Institute of Medical
Sciences, BHU, Varanasi.",,,
UTTAR PRADESH,60,"Blood Bank, S.N. Medical College, Agra.",,,
UTTAR PRADESH,61,"Blood Bank, Distt. Hospital, Jaunpur",,,
UTTAR PRADESH,62,"Blood Bank, Distt. Hospital, Rampur.",,,
UTTAR PRADESH,63,"Blood Bank, Distt. Hospital, Badaun.",,,
UTTAR PRADESH,64,"Blood Bank, Distt. Hospital, Fatehpur.",,,
UTTAR PRADESH,65,"Blood Bank, Vivekanand Polyclinic and Institute of Medical Sciences, Ramakrishna Mission Sevashram, Vivekanand
Puram, Lucknow",,,
UTTAR PRADESH,66,"Blood Bank, 07 Air Force Hospital, Nathu Singh Road,
Kanpur",,,
UTTAR PRADESH,67,"Life Line Blood Bank, Military Hospital, Jhansi.",,,
UTTAR PRADESH,68,"Chandan Diagnostics Center & Blood Bank, Faizabad.",,,
UTTAR PRADESH,69,"Gaurav Diagnostic Center & Blood Bank, Gate No. 1, MLB
Medical College, Jhansi.",,,
UTTAR PRADESH,70,"Lok Priya Blood Bank,  Samrat Palace, Garh Road, Meerut",,,
UTTAR PRADESH,71,"Blood Bank, Santosh Medical & Dental College Hospital,
No. 1, Ambedkar Road, Ghaziabad",,,
UTTAR PRADESH,72,"Blood Bank, S.M. Medicare Pvt. Ltd., Gorakhpur.",,,
UTTAR PRADESH,73,"City Blood Bank, Pratibha Complex, Opp.- Jublee College,
Gorakhpur.",,,
UTTAR PRADESH,74,"Dr. Chaturvedi Central Blood Bank, Chouraha, Diptiganj,
Moradabad.",,,
UTTAR PRADESH,75,"Blood Bank, Air Force Hospital, Gorakhpur.",,,
UTTAR PRADESH,76,"Blood Bank, Distt. Hospital, Lalitpur",,,
UTTAR PRADESH,77,"Blood Bank, Distt. Hospital, Azamgarh.",,,
UTTAR PRADESH,78,"Blood Bank, Distt. Hospital, Bareilly",,,
UTTAR PRADESH,79,"Blood Bank, Distt. Hospital, Shahjahanpur",,,
UTTAR PRADESH,80,"Blood Bank, Distt. Hospital, Gonda.",,,
UTTAR PRADESH,81,"Blood Bank, Distt., Hospital, Lakhimpur Khiri",,,
UTTAR PRADESH,82,"Blood Bank, Distt. Hospital, Sultanpur",,,
UTTAR PRADESH,83,"Blood Bank, Distt. Hospital, Unnao",,,
UTTAR PRADESH,84,"Blood Bank, Distt. Hospital, Basti.",,,
UTTAR PRADESH,85,"Blood Bank, Distt. Hospital, Gorakhpur.",,,
UTTAR PRADESH,86,"Blood Bank, Distt. Hospital, Ghazipur.",,,
UTTAR PRADESH,87,"Blood Bank, Distt. Hospital, Etah",,,
UTTAR PRADESH,88,"Blood Bank, Distt. Hospital, Sitapur",,,
UTTAR PRADESH,89,"Blood Bank, Distt. Hospital, Banda",,,
UTTAR PRADESH,90,"Blood Bank, MMG, Distt. Hospital, Ghaziabad.",,,
UTTAR PRADESH,91,"Blood Bank, Distt. Hospital, Bahraich",,,
UTTAR PRADESH,92,"Blood Bank, Distt. Hospital, Barabanki.",,,
UTTAR PRADESH,93,"Blood Bank, Moti Lal Nehru, Distt. Hospital, Allahabad",,,
UTTAR PRADESH,94,"Blood Bank, SVBP Hospital, Medical College situated at
LLRM Medical College Campus, Meerut.",,,
UTTAR PRADESH,95,"Blood Bank, Distt. Hospital, Mahoba",,,
UTTAR PRADESH,96,"Blood Bank, Metro Hospital, Heart Institute, X-1, Sector -
12, NOIDA, Distt.- Gautam Budh Nagar.",,,
UTTAR PRADESH,97,"Blood Bank, Nehru Hospital & B.R.D. Medical College,
Gorakhpur.",,,
UTTAR PRADESH,98,"United Blood Bank, Nirmal Hospital Complex Opp.
Medical College Gate No.-03, Jhansi.",,,
UTTAR PRADESH,99,"Blood Bank, Distt. Hospital, Ballia.",,,
UTTAR PRADESH,100,"Sri Sai Hospital & Blood Bank, Mansarovar Scheme, Delhi
Road, Moradabad.",,,
UTTAR PRADESH,101,"Blood Bank, Distt. Hospital, Deoria",,,
UTTAR PRADESH,102,"Agra City Blood Bank,71, M.G. Road, Opp.-Subhash Park,
Agra",,,
UTTAR PRADESH,103,"S.M. Medicare Pvt. Ltd.  Blood Bank, 146, Karnal Ganj,
Allahabad.",,,
UTTAR PRADESH,104,"Kohli Blood Bank & Components Pvt. Ltd., 2nd Floor, A-Block, Kanchan Market, Chowk, Lucknow.",,,
UTTAR PRADESH,105,"AMA (Allahabad Medical Association) Blood Bank,
Allahabad.",,,
UTTAR PRADESH,106,"C.L. Memorial Hospital & Blood Bank, 121/625, Shastri
Nagar, Kanpur.",,,
UTTAR PRADESH,107,"Ganga Sheel Blood Bank, A-3, Rampur Garden, Bareilly.",,,
UTTAR PRADESH,108,"Jan Suvidha Blood Bank, Sanjay Place, Agra.",,,
UTTAR PRADESH,109,"NAPS (Narora Atomic Power Station) Blood Bank, Narora,
Bulandshahar",,,
UTTAR PRADESH,110,"Meerut Blood Bank, Meerut.",,,
UTTAR PRADESH,111,"Blood Bank, Yashoda Hospital & Research Centre Ltd., III-
M,, Nehru Nagar, Ghaziabad.",,,
UTTAR PRADESH,112,"Blood Bank, Sri Ram Murti Samarak Institute of Medical,
Bareilly.",,,
UTTAR PRADESH,113,"Blood Bank, Eras Medical College & Hospital, Sarfaraj
Ganj, Musabag,  Picnic Spot-Hardoi Road,  Lucknow.",,,
UTTAR PRADESH,114,"Life Line Blood Bank, Nehru Nagar, Ghaziabad.",,,
UTTAR PRADESH,115,"Shekhar Blood Bank & Component Centre, Shekhar
Hospital Pvt. Ltd., Lucknow.",,,
UTTAR PRADESH,116,"Keshav Madho Blood Bank & Pathology, Bareilly.",,,
UTTAR PRADESH,117,"Blood Bank, Prayag Hospital & Research Centre, J-206/-01,
Sector-41, Noida.",,,
UTTAR PRADESH,118,"Nidan Diag. & Blood Bank, Gomtinagar, Lucknow.",,,
UTTAR PRADESH,119,"Subharti Blood Bank, Chatrapati Shivaji Subharti Hospital,
Meerut by Pass Road, Meerut.",,,
UTTAR PRADESH,120,"Blood Bank, Maha Mritunijaya Hospital Lord Budha
Medical College, Azamgarh",,,
UTTAR PRADESH,121,"Sai Blood Bank, N-2, Kidvai Nagar, Kanpur",,,
UTTAR PRADESH,122,"Life Line Charitable, Blood Bank, 156 A, Gulab Rai Marg,
Delhi Gate,Agra.",,,
UTTAR PRADESH,123,"Blood Bank, Dr. Ram Manohar Lohia Chikatsalya, Gomati
Nagar, Lucknow.",,,
UTTAR PRADESH,124,"Blood Bank, Ramakrishna Mission Sevashrama, Vrindaban,
Mathura.",,,
UTTAR PRADESH,125,"Blood Bank, Yashoda Hospital & Research Centre Ltd., H-
1, Kaushambi, Ghaziabad.",,,
UTTAR PRADESH,126,"Blood Bank, International Hospital (P) Ltd., B-22, Sec.-62,
Noida.",,,
UTTAR PRADESH,127,"Sanjeevani Blood Bank, 644, Bhagpat Road, Meerut.",,,
UTTAR PRADESH,128,"Guru Shri Gorakshanath, Blood Bank, Shri Gorakshnath
Mandir, Gorakhpur.",,,
UTTAR PRADESH,129,"Blood Bank, Ruhelkhand Medical College & Hospital, Pilibhit  By Pass Road, Bareilly",,,
UTTAR PRADESH,130,"Lok Priya Hospital, Blood Bank, G.T. Road, Modinagar,
Ghaziabad.",,,
UTTAR PRADESH,131,"Blood Bank, St. Joseph?s Hospital Vishal Khand-5, Gomti
Nagar, Lucknow.",,,
UTTAR PRADESH,132,"Blood Bank, Jeevan Rekha Charitable, Gandhi Stadum
Road, Pilibhit.",,,
UTTAR PRADESH,133,"Blood Bank, Apollo Pankaj Hospital, Agra-Mathura Road,Agra.",,,
